   1   0   1   2   2   1.000000e+000   1.000000e+000   1.000000e+000   4.045424e-002   2.311974e-002   1.057244e-002
   2   1  -1   1  -1   0.000000e+000   0.000000e+000   2.480069e-004   0.000000e+000   0.000000e+000   2.622039e-006
   3   1  -1   1   0   0.000000e+000   0.000000e+000   1.855503e-004   0.000000e+000   0.000000e+000   1.961720e-006
   4   1  -1   1   1   0.000000e+000   0.000000e+000   1.310598e-005   0.000000e+000   0.000000e+000   1.385623e-007
   5   1  -1   2  -2   0.000000e+000   0.000000e+000   6.131791e-004   0.000000e+000   0.000000e+000   6.482802e-006
   6   1  -1   2  -1   0.000000e+000   0.000000e+000   1.569878e-003   0.000000e+000   0.000000e+000   1.659745e-005
   7   1  -1   2   0   0.000000e+000   0.000000e+000   2.456812e-004   0.000000e+000   0.000000e+000   2.597451e-006
   8   1  -1   2   1   0.000000e+000   0.000000e+000   7.567760e-004   0.000000e+000   0.000000e+000   8.000972e-006
   9   1  -1   3  -3   0.000000e+000   0.000000e+000   1.135224e-003   0.000000e+000   0.000000e+000   1.200210e-005
  10   3  -1   3  -2   0.000000e+000   0.000000e+000   4.981594e-004   0.000000e+000   0.000000e+000   5.266763e-006
  11   1  -1   3  -1   0.000000e+000   0.000000e+000  -1.043613e-003   0.000000e+000   0.000000e+000  -1.103354e-005
  12   1  -1   3   0   0.000000e+000   0.000000e+000  -3.063793e-004   0.000000e+000   0.000000e+000  -3.239178e-006
  13   1  -1   3   1   0.000000e+000   0.000000e+000   3.623431e-005   0.000000e+000   0.000000e+000   3.830853e-007
  14   1  -1   3   2   0.000000e+000   0.000000e+000  -8.431197e-005   0.000000e+000   0.000000e+000  -8.913836e-007
  15   1  -1   3   3   0.000000e+000   0.000000e+000  -4.682725e-005   0.000000e+000   0.000000e+000  -4.950785e-007
  16   1  -1   4  -4   0.000000e+000   0.000000e+000   3.024802e-004   0.000000e+000   0.000000e+000   3.197955e-006
  17   1  -1   4  -3   0.000000e+000   0.000000e+000   3.378935e-004   0.000000e+000   0.000000e+000   3.572360e-006
  18   1  -1   4  -2   0.000000e+000   0.000000e+000   9.505382e-005   0.000000e+000   0.000000e+000   1.004951e-006
  19   1  -1   4  -1   0.000000e+000   0.000000e+000  -3.804726e-004   0.000000e+000   0.000000e+000  -4.022526e-006
  20   1  -1   4   0   0.000000e+000   0.000000e+000   2.329111e-004   0.000000e+000   0.000000e+000   2.462439e-006
  21   1  -1   4   1   0.000000e+000   0.000000e+000   6.999877e-005   0.000000e+000   0.000000e+000   7.400581e-007
  22   1  -1   4   2   0.000000e+000   0.000000e+000  -3.008464e-006   0.000000e+000   0.000000e+000  -3.180682e-008
  23   1  -1   4   3   0.000000e+000   0.000000e+000  -2.161515e-005   0.000000e+000   0.000000e+000  -2.285250e-007
  24   1  -1   4   4   0.000000e+000   0.000000e+000  -1.840026e-004   0.000000e+000   0.000000e+000  -1.945357e-006
  25   1  -1   5  -5   0.000000e+000   0.000000e+000   1.119849e-004   0.000000e+000   0.000000e+000   1.183955e-006
  26   3  -1   5  -4   0.000000e+000   0.000000e+000   2.052737e-004   0.000000e+000   0.000000e+000   2.170244e-006
  27   1  -1   5  -3   0.000000e+000   0.000000e+000   1.187860e-004   0.000000e+000   0.000000e+000   1.255858e-006
  28   3  -1   5  -2   0.000000e+000   0.000000e+000  -1.995670e-004   0.000000e+000   0.000000e+000  -2.109911e-006
  29   1  -1   5  -1   0.000000e+000   0.000000e+000  -1.457392e-004   0.000000e+000   0.000000e+000  -1.540820e-006
  30   1  -1   5   0   0.000000e+000   0.000000e+000   4.124800e-005   0.000000e+000   0.000000e+000   4.360921e-007
