2   35
1675100.0   1703100.0
1	1	-1	-0.09077046	-0.09865199	-0.02192267
2	1	0	0.01592423	0.01730692	0.00384598
3	1	1	-0.1684741	-0.18310258	-0.04068946
4	2	-2	-0.09454566	-0.102755	-0.02283444
5	2	-1	-0.00794353	-0.00863326	-0.0019185
6	2	0	0.08672127	0.09425121	0.02094471
7	2	1	0.06992722	0.07599895	0.01688866
8	2	2	-0.03165318	-0.03440161	-0.0076448
9	3	-3	-0.03032151	-0.03295431	-0.00732318
10	3	-2	0.02854378	0.03102222	0.00689383
11	3	-1	-0.00058969	-0.00064089	-0.00014242
12	3	0	-0.00843395	-0.00916627	-0.00203695
13	3	1	0.0434972	0.04727403	0.01050534
14	3	2	0.06828972	0.07421927	0.01649317
15	3	3	0.0532422	0.05786518	0.01285893
16	4	-4	-0.02806538	-0.03050228	-0.00677829
17	4	-3	0.03477055	0.03778965	0.0083977
18	4	-2	0.01537852	0.01671382	0.00371418
19	4	-1	0.01140483	0.01239511	0.00275447
20	4	0	-0.02164852	-0.02352825	-0.0052285
21	4	1	0.00624242	0.00678444	0.00150765
22	4	2	0.01554561	0.01689542	0.00375454
23	4	3	0.02379455	0.02586062	0.0057468
24	4	4	0.04179926	0.04542866	0.01009526
25	5	-5	-0.00784109	-0.00852192	-0.00189376
26	5	-4	0.00275332	0.00299239	0.00066498
27	5	-3	0.02706756	0.02941782	0.00653729
28	5	-2	0.00940599	0.01022271	0.00227171
29	5	-1	0.00695417	0.00755799	0.00167956
30	5	0	-0.02577215	-0.02800993	-0.00622443
31	5	1	-0.01021321	-0.01110002	-0.00246667
32	5	2	0.00402303	0.00437235	0.00097163
33	5	3	-0.00974498	-0.01059113	-0.00235358
34	5	4	-0.00407043	-0.00442385	-0.00098308
35	5	5	0.01715745	0.01864721	0.00414382
1703100.0   1737100.0	
1	1	-1	0.03328657	0.03103993	0.04260849
2	1	0	0.01623984	0.02267531	-0.01046268
3	1	1	-0.04194814	-0.07323822	0.0878832
4	2	-2	0.02474275	0.02154863	0.03799606
5	2	-1	0.02017667	0.02479172	0.00102756
6	2	0	-0.03494383	-0.02764125	-0.06524428
7	2	1	0.13703188	0.18268942	-0.05241405
8	2	2	0.07746865	0.09135358	0.01985622
9	3	-3	0.0410576	0.04955442	0.00580191
10	3	-2	0.01631885	0.02388243	-0.01506459
11	3	-1	-0.00159178	-7.33e-006	-0.00816609
12	3	0	0.05033976	0.06230645	0.00068658
13	3	1	0.0528225	0.07605002	-0.04355499
14	3	2	-0.00524213	0.00325882	-0.0405149
15	3	3	0.02997059	0.04516213	-0.03306339
16	4	-4	-0.0013905	-0.00411594	0.0099181
17	4	-3	-0.00674806	-0.0018911	-0.02690094
18	4	-2	-0.00222311	-0.00046923	-0.00950047
19	4	-1	0.01153781	0.01501448	-0.00288786
20	4	0	-0.02768377	-0.0382348	0.01609542
21	4	1	0.04328485	0.05731504	-0.01493031
22	4	2	0.06857202	0.09015899	-0.02099835
23	4	3	0.02200247	0.03098176	-0.01525514
24	4	4	-0.01835013	-0.01801547	-0.01973868
25	5	-5	-0.01186405	-0.01604517	0.00548461
26	5	-4	-0.00753626	-0.00887916	-0.0019642
27	5	-3	0.00573051	0.01151545	-0.01827281
28	5	-2	0.03713048	0.04808354	-0.00831682
29	5	-1	-0.0118994	-0.01512304	0.00147638
30	5	0	-0.00018392	-0.00274865	0.01045787
31	5	1	0.03938023	0.04831171	0.00232098
32	5	2	0.05952664	0.07598212	-0.00875174
33	5	3	8.068e-005	0.00049867	-0.00165371
34	5	4	0.00618405	0.00829002	-0.00255426
35	5	5	0.00920521	0.01381095	-0.00990534
